date,symbol,revenue_ttm,pe_ratio,accumulateddepreciationamortizationppe,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividend_yield,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,peg_ratio,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,stockbasedcompensation,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,trailing_pe,treasurystock,week_52_high,week_52_low
2026-04-16,EAI,0.0,6.05,None,207055000,None,3886000,3886000,201081000,-198794000,None,None,-22408000,None,None,None,2482000,52863113,None,4643168000,4643168000,1122596000,None,None,98419000,None,None,887792000,90002000,0.059,11718000,11718000,None,0.0,0.0,1576142000,2463934000,0.0,2014-12-31,None,0.0,6288990000,1576142000,443540000,None,None,None,None,None,5041000,None,None,None,None,None,1037000,None,None,None,0.0,204391000,4483630000,1805360000,383593000,252619000,None,None,None,None,None,None,None,0.0,None,None,None,None,None,-165012000,None,0.0,None,None,2025-10-31,quarterly,0.0,USD,pre-market,None,83950000,0.0,0.0,0.0,0.0,145884000,229875000,359861000,None,20.83,20.81,10500000,,1668534000,107346000,267427000,747383000,4031000,479956000,10932158000,921151000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,151958000,None,3886000,3886000,39330000,-153852000,None,None,-7203000,None,None,None,2482000,52863113,None,4643168000,4643168000,1122596000,None,None,98419000,None,None,887792000,90030000,0.059,1718000,1718000,None,0.0,0.0,1576142000,2463934000,0.0,2014-09-30,None,0.0,6288990000,1576142000,443540000,None,None,None,None,None,5041000,None,None,None,None,None,62980000,None,None,None,0.0,94378000,4483630000,1805360000,383593000,252619000,None,None,None,None,None,None,None,0.0,None,None,None,None,None,287556000,None,0.0,None,None,2025-10-31,quarterly,0.0,USD,pre-market,None,83950000,0.0,0.0,0.0,0.0,145884000,229875000,359861000,None,20.83,20.81,8600000,,1668534000,107346000,267427000,747383000,4031000,479956000,10932158000,921151000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,128126000,None,3886000,3886000,-134961000,-78118000,None,None,10569000,None,None,None,2482000,52863113,None,4643168000,4643168000,1122596000,None,None,98419000,None,None,887792000,76781000,0.059,1719000,1719000,None,0.0,0.0,1576142000,2463934000,0.0,2014-06-30,None,0.0,6288990000,1576142000,443540000,None,None,None,None,None,5041000,None,None,None,None,None,29005000,None,None,None,0.0,24533000,4483630000,1805360000,383593000,252619000,None,None,None,None,None,None,None,0.0,None,None,None,None,None,-18259000,None,0.0,None,None,2025-10-31,quarterly,0.0,USD,pre-market,None,83950000,0.0,0.0,0.0,0.0,145884000,229875000,359861000,None,20.83,20.81,8500000,,1668534000,107346000,267427000,747383000,4031000,479956000,10932158000,921151000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,156768000,None,3886000,3886000,182835000,-169864000,None,None,9648000,None,None,None,2482000,52863113,None,4643168000,4643168000,1122596000,None,None,98419000,None,None,887792000,84160000,0.059,1718000,1718000,None,0.0,0.0,1576142000,2463934000,0.0,2014-03-31,None,0.0,6288990000,1576142000,443540000,None,None,None,None,None,5041000,None,None,None,None,None,28370000,None,None,None,0.0,80524000,4483630000,1805360000,383593000,252619000,None,None,None,None,None,None,None,0.0,None,None,None,None,None,-908483000,None,0.0,None,None,2025-10-31,quarterly,0.0,USD,pre-market,None,83950000,0.0,0.0,0.0,0.0,145884000,229875000,359861000,None,20.83,20.81,8700000,,1668534000,107346000,267427000,747383000,4031000,479956000,10932158000,921151000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,135091000,None,3886000,3886000,-28305000,-89229000,None,None,-9269000,None,None,None,2482000,52863113,None,4643168000,4643168000,1122596000,None,None,98419000,None,None,887792000,83449000,0.059,1718000,1718000,None,0.0,0.0,1576142000,2463934000,0.0,2013-12-31,None,0.0,6288990000,1576142000,443540000,None,None,None,None,None,5041000,None,None,None,None,None,24169000,None,None,None,0.0,199493000,4483630000,1805360000,383593000,252619000,None,None,None,None,None,None,None,0.0,None,None,None,None,None,None,None,0.0,None,None,2025-10-31,quarterly,0.0,USD,pre-market,None,83950000,0.0,0.0,0.0,0.0,145884000,229875000,359861000,None,20.83,20.81,7200000,,1668534000,107346000,267427000,747383000,4031000,479956000,10932158000,921151000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,158916000,None,3886000,3886000,-61903000,-122746000,None,None,-3295000,None,None,None,2482000,52863113,None,4643168000,4643168000,1122596000,None,None,98419000,None,None,887792000,81679000,0.059,1718000,1718000,None,0.0,0.0,1576142000,2463934000,0.0,2013-09-30,None,0.0,6288990000,1576142000,443540000,None,None,None,None,None,5041000,None,None,None,None,None,82577000,None,None,None,0.0,186710000,4483630000,1805360000,383593000,252619000,None,None,None,None,None,None,None,0.0,None,None,None,None,None,None,None,0.0,None,None,2025-10-31,quarterly,0.0,USD,pre-market,None,83950000,0.0,0.0,0.0,0.0,145884000,229875000,359861000,None,20.83,20.81,6700000,,1668534000,107346000,267427000,747383000,4031000,479956000,10932158000,921151000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,113116000,None,3886000,3886000,339033000,-152609000,None,None,14932000,None,None,None,2482000,52863113,None,4643168000,4643168000,1122596000,None,None,98419000,None,None,887792000,66982000,0.059,1719000,1719000,None,0.0,0.0,1576142000,2463934000,0.0,2013-06-30,None,0.0,6288990000,1576142000,443540000,None,None,None,None,None,5041000,None,None,None,None,None,40483000,None,None,None,0.0,-158344000,4483630000,1805360000,383593000,252619000,None,None,None,None,None,None,None,0.0,None,None,None,None,None,None,None,0.0,None,None,2025-10-31,quarterly,0.0,USD,pre-market,None,83950000,0.0,0.0,0.0,0.0,145884000,229875000,359861000,None,20.83,20.81,6800000,,1668534000,107346000,267427000,747383000,4031000,479956000,10932158000,921151000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,119565000,None,3886000,3886000,-33113000,-159889000,-269638000,772000,5103000,None,None,-29845000,2482000,52863113,None,4643168000,4643168000,1122596000,None,None,98419000,None,None,887792000,82471000,0.059,16718000,16718000,None,0.0,0.0,1576142000,2463934000,0.0,2013-03-31,None,0.0,6288990000,1576142000,443540000,None,None,None,None,None,5041000,None,None,None,None,None,14719000,None,None,None,0.0,173391000,4483630000,1805360000,383593000,252619000,None,None,None,None,None,None,None,0.0,None,None,None,None,None,8102000,None,0.0,None,None,2025-10-31,quarterly,0.0,USD,pre-market,None,83950000,0.0,0.0,0.0,0.0,145884000,229875000,359861000,None,20.83,20.81,7200000,,1668534000,107346000,267427000,747383000,4031000,479956000,10932158000,921151000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,398834000,None,3886000,3886000,219306000,-398592000,None,None,-3198000,None,None,None,2482000,52863113,None,4643168000,4643168000,1122596000,None,None,98419000,None,None,887792000,80802000,0.059,11718000,11718000,None,0.0,0.0,1576142000,2463934000,0.0,2012-12-31,None,0.0,6288990000,1576142000,443540000,None,None,None,None,None,5041000,None,None,None,None,None,10185000,None,None,None,0.0,171197000,4483630000,1805360000,383593000,252619000,None,None,None,None,None,None,None,0.0,None,None,None,None,None,-51000000,None,0.0,None,None,2025-10-31,quarterly,0.0,USD,pre-market,None,83950000,0.0,0.0,0.0,0.0,145884000,229875000,359861000,None,20.83,20.81,711874000,,1668534000,107346000,267427000,747383000,4031000,479956000,10932158000,921151000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,154575000,None,3886000,3886000,4640000,-169422000,None,None,591000,None,None,None,2482000,52863113,None,4643168000,4643168000,1122596000,None,None,98419000,None,None,887792000,78537000,0.059,1718000,1718000,None,0.0,0.0,1576142000,2463934000,0.0,2012-09-30,None,0.0,6288990000,1576142000,443540000,None,None,None,None,None,5041000,None,None,None,None,None,82551000,None,None,None,0.0,191989000,4483630000,1805360000,383593000,252619000,None,None,None,None,None,None,None,0.0,None,None,None,None,None,None,None,0.0,None,None,2025-10-31,quarterly,0.0,USD,pre-market,None,83950000,0.0,0.0,0.0,0.0,145884000,229875000,359861000,None,20.83,20.81,5600000,,1668534000,107346000,267427000,747383000,4031000,479956000,10932158000,921151000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,729128000,None,3886000,3886000,-238306000,None,None,None,991000,None,None,None,2482000,52863113,None,4643168000,4643168000,1122596000,None,None,98419000,None,None,887792000,382653000,0.059,152650000,152650000,None,0.0,0.0,1576142000,2463934000,0.0,2012-06-30,None,0.0,6288990000,1576142000,443540000,None,None,None,None,None,5041000,None,None,None,None,None,370584000,None,None,None,0.0,587419000,4483630000,1805360000,383593000,252619000,None,None,None,None,None,None,None,0.0,None,None,None,None,None,51000000,None,0.0,None,None,2025-10-31,quarterly,0.0,USD,pre-market,None,83950000,0.0,0.0,0.0,0.0,145884000,229875000,359861000,None,20.83,20.81,-146740000,,1668534000,107346000,267427000,747383000,4031000,479956000,10932158000,921151000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,764598000,None,3886000,3886000,49106000000,-218619000000,None,None,-20213000,None,None,None,2482000,52863113,None,4643168000,4643168000,1122596000,None,None,98419000,None,None,887792000,45391000000,0.059,152256000,152256000,None,0.0,0.0,1576142000,2463934000,0.0,2012-03-31,None,0.0,6288990000,1576142000,443540000,None,None,None,None,None,5041000,None,None,None,None,None,26536000000,None,None,None,0.0,67536000000,4483630000,1805360000,383593000,252619000,None,None,None,None,None,None,None,0.0,None,None,None,None,None,None,None,0.0,None,None,2025-10-31,quarterly,0.0,USD,pre-market,None,83950000,0.0,0.0,0.0,0.0,145884000,229875000,359861000,None,20.83,20.81,502264000,,1668534000,107346000,267427000,747383000,4031000,479956000,10932158000,921151000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,1091981000,None,3886000,3886000,-211623774000,291594972000,None,None,28666010000,None,None,None,2482000,52863113,None,4643168000,4643168000,1122596000,None,None,98419000,None,None,887792000,-89163475000,0.059,152202000,152202000,None,0.0,0.0,1576142000,2463934000,0.0,2011-12-31,None,0.0,6288990000,1576142000,443540000,None,None,None,None,None,5041000,None,None,None,None,None,-52847604000,None,None,None,0.0,32999977000,4483630000,1805360000,383593000,252619000,None,None,None,None,None,None,None,0.0,None,None,None,None,None,-500000000,None,0.0,None,None,2025-10-31,quarterly,0.0,USD,pre-market,None,83950000,0.0,0.0,0.0,0.0,145884000,229875000,359861000,None,20.83,20.81,26076000,,1668534000,107346000,267427000,747383000,4031000,479956000,10932158000,921151000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,541625000,None,3886000,3886000,-127980000,None,None,None,18134000,None,None,None,2482000,52863113,None,4643168000,4643168000,1122596000,None,None,98419000,None,None,887792000,463702000,0.059,151950000,151950000,None,0.0,0.0,1576142000,2463934000,0.0,2011-09-30,None,0.0,6288990000,1576142000,443540000,None,None,None,None,None,5041000,None,None,None,None,None,633069000,None,None,None,0.0,1152507000,4483630000,1805360000,383593000,252619000,None,None,None,None,None,None,None,0.0,None,None,None,None,None,-75030000,None,0.0,None,None,2025-10-31,quarterly,0.0,USD,pre-market,None,83950000,0.0,0.0,0.0,0.0,145884000,229875000,359861000,None,20.83,20.81,None,,1668534000,107346000,267427000,747383000,4031000,479956000,10932158000,921151000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,906515000,None,3886000,3886000,80383000,None,None,None,7051000,None,None,None,2482000,52863113,None,4643168000,4643168000,1122596000,None,None,98419000,None,None,887792000,429617000,0.059,152693000,152693000,None,0.0,0.0,1576142000,2463934000,0.0,2011-06-30,None,0.0,6288990000,1576142000,443540000,None,None,None,None,None,5041000,None,None,None,None,None,320599000,None,None,None,0.0,654148000,4483630000,1805360000,383593000,252619000,None,None,None,None,None,None,None,0.0,None,None,None,None,None,-105198000,None,0.0,None,None,2025-10-31,quarterly,0.0,USD,pre-market,None,83950000,0.0,0.0,0.0,0.0,145884000,229875000,359861000,None,20.83,20.81,None,,1668534000,107346000,267427000,747383000,4031000,479956000,10932158000,921151000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,787536000,None,3886000,3886000,234593000000,-257500000000,None,None,-28153000000,None,None,None,2482000,52863113,None,4643168000,4643168000,1122596000,None,None,98419000,None,None,887792000,69822000000,0.059,153693000,153693000,None,0.0,0.0,1576142000,2463934000,0.0,2011-03-31,None,0.0,6288990000,1576142000,443540000,None,None,None,None,None,5041000,None,None,None,None,None,40298000000,None,None,None,0.0,6602000000,4483630000,1805360000,383593000,252619000,None,None,None,None,None,None,None,0.0,None,None,None,None,None,-54404000,None,0.0,None,None,2025-10-31,quarterly,0.0,USD,pre-market,None,83950000,0.0,0.0,0.0,0.0,145884000,229875000,359861000,None,20.83,20.81,None,,1668534000,107346000,267427000,747383000,4031000,479956000,10932158000,921151000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,655509000,None,3886000,3886000,22891353000,34091005000,None,None,547154000,None,None,None,2482000,52863113,None,4643168000,4643168000,1122596000,None,None,98419000,None,None,887792000,-19365134000,0.059,155186000,155186000,None,0.0,0.0,1576142000,2463934000,0.0,2010-12-31,None,0.0,6288990000,1576142000,443540000,None,None,None,None,None,5041000,None,None,None,None,None,-12580325000,None,None,None,0.0,39631611000,4483630000,1805360000,383593000,252619000,None,None,None,None,None,None,None,0.0,None,None,None,None,None,-500000000,None,0.0,None,None,2025-10-31,quarterly,0.0,USD,pre-market,None,83950000,0.0,0.0,0.0,0.0,145884000,229875000,359861000,None,20.83,20.81,-44173000,,1668534000,107346000,267427000,747383000,4031000,479956000,10932158000,921151000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,589077000,None,3886000,3886000,-279505000,None,None,None,-1674000,None,None,None,2482000,52863113,None,4643168000,4643168000,1122596000,None,None,98419000,None,None,887792000,427758000,0.059,159902000,159902000,None,0.0,0.0,1576142000,2463934000,0.0,2010-09-30,None,0.0,6288990000,1576142000,443540000,None,None,None,None,None,5041000,None,None,None,None,None,497902000,None,None,None,0.0,1697255000,4483630000,1805360000,383593000,252619000,None,None,None,None,None,None,None,0.0,None,None,None,None,None,-527875000,None,0.0,None,None,2025-10-31,quarterly,0.0,USD,pre-market,None,83950000,0.0,0.0,0.0,0.0,145884000,229875000,359861000,None,20.83,20.81,None,,1668534000,107346000,267427000,747383000,4031000,479956000,10932158000,921151000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,624599000,None,3886000,3886000,-457781000,None,None,None,11326000,None,None,None,2482000,52863113,None,4643168000,4643168000,1122596000,None,None,98419000,None,None,887792000,408353000,0.059,161922000,161922000,None,0.0,0.0,1576142000,2463934000,0.0,2010-06-30,None,0.0,6288990000,1576142000,443540000,None,None,None,None,None,5041000,None,None,None,None,None,320283000,None,None,None,0.0,793569000,4483630000,1805360000,383593000,252619000,None,None,None,None,None,None,None,0.0,None,None,None,None,None,-137749000,None,0.0,None,None,2025-10-31,quarterly,0.0,USD,pre-market,None,83950000,0.0,0.0,0.0,0.0,145884000,229875000,359861000,None,20.83,20.81,None,,1668534000,107346000,267427000,747383000,4031000,479956000,10932158000,921151000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,512812000,None,3886000,3886000,-23072000000,-33600000000,None,None,-531000000,None,None,None,2482000,52863113,None,4643168000,4643168000,1122596000,None,None,98419000,None,None,887792000,19128000000,0.059,146907000,146907000,None,0.0,0.0,1576142000,2463934000,0.0,2010-03-31,None,0.0,6288990000,1576142000,443540000,None,None,None,None,None,5041000,None,None,None,None,None,12418000000,None,None,None,0.0,-39877000000,4483630000,1805360000,383593000,252619000,None,None,None,None,None,None,None,0.0,None,None,None,None,None,-1657034000,None,0.0,None,None,2025-10-31,quarterly,0.0,USD,pre-market,None,83950000,0.0,0.0,0.0,0.0,145884000,229875000,359861000,None,20.83,20.81,None,,1668534000,107346000,267427000,747383000,4031000,479956000,10932158000,921151000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,2164998000,None,3886000,3886000,-20004000,858122000,None,None,27470000,None,None,None,2482000,52863113,None,4643168000,4643168000,1122596000,None,None,98419000,None,None,887792000,-555183000,0.059,146743000,146743000,None,0.0,0.0,1576142000,2463934000,0.0,2009-12-31,None,0.0,6288990000,1576142000,443540000,None,None,None,None,None,5041000,None,None,None,None,None,-427182000,None,None,None,0.0,-693049000,4483630000,1805360000,383593000,252619000,None,None,None,None,None,None,None,0.0,None,None,None,None,None,58186000,None,0.0,None,None,2025-10-31,quarterly,0.0,USD,pre-market,None,83950000,0.0,0.0,0.0,0.0,145884000,229875000,359861000,None,20.83,20.81,329523000,,1668534000,107346000,267427000,747383000,4031000,479956000,10932158000,921151000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,142153000,None,3886000,3886000,-815214000,None,None,None,13793000,None,None,None,2482000,52863113,None,4643168000,4643168000,1122596000,None,None,98419000,None,None,887792000,378910000,0.059,151017000,151017000,None,0.0,0.0,1576142000,2463934000,0.0,2009-09-30,None,0.0,6288990000,1576142000,443540000,None,None,None,None,None,5041000,None,None,None,None,None,460166000,None,None,None,0.0,992982000,4483630000,1805360000,383593000,252619000,None,None,None,None,None,None,None,0.0,None,None,None,None,None,-614972000,None,0.0,None,None,2025-10-31,quarterly,0.0,USD,pre-market,None,83950000,0.0,0.0,0.0,0.0,145884000,229875000,359861000,None,20.83,20.81,None,,1668534000,107346000,267427000,747383000,4031000,479956000,10932158000,921151000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,30678000,None,3886000,3886000,-689757000,None,None,None,13668000,None,None,None,2482000,52863113,None,4643168000,4643168000,1122596000,None,None,98419000,None,None,887792000,348761000,0.059,152071000,152071000,None,0.0,0.0,1576142000,2463934000,0.0,2009-06-30,None,0.0,6288990000,1576142000,443540000,None,None,None,None,None,5041000,None,None,None,None,None,231811000,None,None,None,0.0,641730000,4483630000,1805360000,383593000,252619000,None,None,None,None,None,None,None,0.0,None,None,None,None,None,None,None,0.0,None,None,2025-10-31,quarterly,0.0,USD,pre-market,None,83950000,0.0,0.0,0.0,0.0,145884000,229875000,359861000,None,20.83,20.81,None,,1668534000,107346000,267427000,747383000,4031000,479956000,10932158000,921151000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,118890000,None,3886000,3886000,153808000,-646802000,None,None,-17631000,None,None,None,2482000,52863113,None,4643168000,4643168000,1122596000,None,None,98419000,None,None,887792000,306594000,0.059,147083000,147083000,None,0.0,0.0,1576142000,2463934000,0.0,2009-03-31,None,0.0,6288990000,1576142000,443540000,None,None,None,None,None,5041000,None,None,None,None,None,240333000,None,None,None,0.0,374619000,4483630000,1805360000,383593000,252619000,None,None,None,None,None,None,None,0.0,None,None,None,None,None,500000000,None,0.0,None,None,2025-10-31,quarterly,0.0,USD,pre-market,None,83950000,0.0,0.0,0.0,0.0,145884000,229875000,359861000,None,20.83,20.81,-26347000,,1668534000,107346000,267427000,747383000,4031000,479956000,10932158000,921151000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,756598000,None,3886000,3886000,96163000,-2165819000,None,None,5756000,None,None,None,2482000,52863113,None,4643168000,4643168000,1122596000,None,None,98419000,None,None,887792000,886420000,0.059,147010000,147010000,None,0.0,0.0,1576142000,2463934000,0.0,2008-12-31,None,0.0,6288990000,1576142000,443540000,None,None,None,None,None,5041000,None,None,None,None,None,957643000,None,None,None,0.0,2718918000,4483630000,1805360000,383593000,252619000,None,None,None,None,None,None,None,0.0,None,None,None,None,None,45835000,None,0.0,None,None,2025-10-31,quarterly,0.0,USD,pre-market,None,83950000,0.0,0.0,0.0,0.0,145884000,229875000,359861000,None,20.83,20.81,-449618000,,1668534000,107346000,267427000,747383000,4031000,479956000,10932158000,921151000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,887253000,None,3886000,3886000,623570000,None,None,None,-7624000,None,None,None,2482000,52863113,None,4643168000,4643168000,1122596000,None,None,98419000,None,None,887792000,None,0.059,147858000,147858000,None,0.0,0.0,1576142000,2463934000,0.0,2008-09-30,None,0.0,6288990000,1576142000,443540000,None,None,None,None,None,5041000,None,None,None,None,None,470289000,None,None,None,0.0,1779245000,4483630000,1805360000,383593000,252619000,None,None,None,None,None,None,None,0.0,None,None,None,None,None,-98467000,None,0.0,None,None,2025-10-31,quarterly,0.0,USD,pre-market,None,83950000,0.0,0.0,0.0,0.0,145884000,229875000,359861000,None,20.83,20.81,None,,1668534000,107346000,267427000,747383000,4031000,479956000,10932158000,921151000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,405501000,None,3886000,3886000,125786000,None,None,None,10408000,None,None,None,2482000,52863113,None,4643168000,4643168000,1122596000,None,None,98419000,None,None,887792000,None,0.059,146353000,146353000,None,0.0,0.0,1576142000,2463934000,0.0,2008-06-30,None,0.0,6288990000,1576142000,443540000,None,None,None,None,None,5041000,None,None,None,None,None,270954000,None,None,None,0.0,465399000,4483630000,1805360000,383593000,252619000,None,None,None,None,None,None,None,0.0,None,None,None,None,None,-211430000,None,0.0,None,None,2025-10-31,quarterly,0.0,USD,pre-market,None,83950000,0.0,0.0,0.0,0.0,145884000,229875000,359861000,None,20.83,20.81,None,,1668534000,107346000,267427000,747383000,4031000,479956000,10932158000,921151000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,429726000,None,3886000,3886000,-9407000,-18299000,None,None,474000,None,None,None,2482000,52863113,None,4643168000,4643168000,1122596000,None,None,98419000,None,None,887792000,20415000,0.059,151849000,151849000,None,0.0,0.0,1576142000,2463934000,0.0,2008-03-31,None,0.0,6288990000,1576142000,443540000,None,None,None,None,None,5041000,None,None,None,None,None,5679000,None,None,None,0.0,-9123000,4483630000,1805360000,383593000,252619000,None,None,None,None,None,None,None,0.0,None,None,None,None,None,-158182000,None,0.0,None,None,2025-10-31,quarterly,0.0,USD,pre-market,None,83950000,0.0,0.0,0.0,0.0,145884000,229875000,359861000,None,20.83,20.81,306775000,,1668534000,107346000,267427000,747383000,4031000,479956000,10932158000,921151000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,631535000,None,3886000,3886000,114697000,390093000,None,None,8468000,None,None,None,2482000,52863113,None,4643168000,4643168000,1122596000,None,None,98419000,None,None,887792000,-332180000,0.059,152096000,152096000,None,0.0,0.0,1576142000,2463934000,0.0,2007-12-31,None,0.0,6288990000,1576142000,443540000,None,None,None,None,None,5041000,None,None,None,None,None,-256011000,None,None,None,0.0,-479414000,4483630000,1805360000,383593000,252619000,None,None,None,None,None,None,None,0.0,None,None,None,None,None,558186000,None,0.0,None,None,2025-10-31,quarterly,0.0,USD,pre-market,None,83950000,0.0,0.0,0.0,0.0,145884000,229875000,359861000,None,20.83,20.81,-761320000,,1668534000,107346000,267427000,747383000,4031000,479956000,10932158000,921151000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,418784000,None,3886000,3886000,-81613000,None,None,None,10923000,None,None,None,2482000,52863113,None,4643168000,4643168000,1122596000,None,None,98419000,None,None,887792000,None,0.059,152290000,152290000,None,0.0,0.0,1576142000,2463934000,0.0,2007-09-30,None,0.0,6288990000,1576142000,443540000,None,None,None,None,None,5041000,None,None,None,None,None,461159000,None,None,None,0.0,662620000,4483630000,1805360000,383593000,252619000,None,None,None,None,None,None,None,0.0,None,None,None,None,None,-199925000,None,0.0,None,None,2025-10-31,quarterly,0.0,USD,pre-market,None,83950000,0.0,0.0,0.0,0.0,145884000,229875000,359861000,None,20.83,20.81,None,,1668534000,107346000,267427000,747383000,4031000,479956000,10932158000,921151000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,803117000,None,3886000,3886000,498755000,None,None,None,-5885000,None,None,None,2482000,52863113,None,4643168000,4643168000,1122596000,None,None,98419000,None,None,887792000,None,0.059,113770000,113770000,None,0.0,0.0,1576142000,2463934000,0.0,2007-06-30,None,0.0,6288990000,1576142000,443540000,None,None,None,None,None,5041000,None,None,None,None,None,267602000,None,None,None,0.0,488023000,4483630000,1805360000,383593000,252619000,None,None,None,None,None,None,None,0.0,None,None,None,None,None,-267274000,None,0.0,None,None,2025-10-31,quarterly,0.0,USD,pre-market,None,83950000,0.0,0.0,0.0,0.0,145884000,229875000,359861000,None,20.83,20.81,None,,1668534000,107346000,267427000,747383000,4031000,479956000,10932158000,921151000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,469537000,None,3886000,3886000,-159358000,-252869000,None,None,-4648000,None,None,None,2482000,52863113,None,4643168000,4643168000,1122596000,None,None,98419000,None,None,887792000,262117000,0.059,115046000,115046000,None,0.0,0.0,1576142000,2463934000,0.0,2007-03-31,None,0.0,6288990000,1576142000,443540000,None,None,None,None,None,5041000,None,None,None,None,None,212195000,None,None,None,0.0,476109000,4483630000,1805360000,383593000,252619000,None,None,None,None,None,None,None,0.0,None,None,None,None,None,-558186000,None,0.0,None,None,2025-10-31,quarterly,0.0,USD,pre-market,None,83950000,0.0,0.0,0.0,0.0,145884000,229875000,359861000,None,20.83,20.81,-34729000,,1668534000,107346000,267427000,747383000,4031000,479956000,10932158000,921151000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,678759000,None,3886000,3886000,-1115251000,-1428250000,None,None,27474000,None,None,None,2482000,52863113,None,4643168000,4643168000,1122596000,None,None,98419000,None,None,887792000,683806000,0.059,117837000,117837000,None,0.0,0.0,1576142000,2463934000,0.0,2006-12-31,None,0.0,6288990000,1576142000,443540000,None,None,None,None,None,5041000,None,None,None,None,None,851188000,None,None,None,0.0,2809943000,4483630000,1805360000,383593000,252619000,None,None,None,None,None,None,None,0.0,None,None,None,None,None,-556224000,None,0.0,None,None,2025-10-31,quarterly,0.0,USD,pre-market,None,83950000,0.0,0.0,0.0,0.0,145884000,229875000,359861000,None,20.83,20.81,-1046747000,,1668534000,107346000,267427000,747383000,4031000,479956000,10932158000,921151000,6.05,None,21.59,19.15
